Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status,FechaMin,DiasDesdeFechaMin,CohortGroup,CohortPeriod,Pais,Plan,Duracion,ID
T-57873-5c57cc73-4d61-4b42-bf5c-1bdb4f99bde6,CL-P1-1-338719,1944326607,2022-11-15 17:04:54,2022-11-15 17:04:54,9.89,0.41,9271.0,380.111,0.0,0.0,CLP,937.7809,CL,dc18e8a0-5a93-4836-ade2-b7833cbd90eb,1-1-,MH,Mach,CREDIT_CARD,PAID,2022-11-15 17:04:54,0,0,0,CL,P1,1.0,338719
T-57873-f58d82be-3eef-44ec-9f96-bb2337fa1dee,CL-P1-1-186747,1944880383,2022-11-15 20:26:11,2022-11-15 20:26:10,9.85,0.4,9271.0,380.111,0.0,0.0,CLP,941.7051,CL,50c37f0f-8790-47e2-9727-2e7070ca2194,1-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-15 20:26:11,0,0,0,CL,P1,1.0,186747
T-57873-09e61748-472a-4143-963d-d4cb4b63e86d,CL-P1-1-908330,1945338343,2022-11-15 22:43:53,2022-11-15 22:43:52,9.85,0.4,9271.0,380.111,0.0,0.0,CLP,941.7051,CL,852fa8d8-7b04-4892-bf22-144cea38510d,1-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-15 22:43:53,0,0,0,CL,P1,1.0,908330
T-57873-202f8446-f447-4e32-8e45-fa88ab15f031,CL-P1-1-385223,1945364963,2022-11-15 22:50:34,2022-11-15 22:50:33,9.85,0.4,9271.0,380.111,0.0,0.0,CLP,941.7051,CL,742b9bd4-9541-4646-83d7-a12939c2aca9,1-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-15 22:50:34,0,0,0,CL,P1,1.0,385223
T-57873-fda0cfe4-1bdc-44e6-bba8-fed46e892337,CL-P1-1-935248,1945405023,2022-11-15 23:00:37,2022-11-15 23:00:37,9.85,0.4,9271.0,380.111,0.0,0.0,CLP,941.7051,CL,45fd4d8a-167e-4d7e-9267-32dd73685c47,1-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-15 23:00:37,0,0,0,CL,P1,1.0,935248
T-57873-8a580ce1-be29-4888-999f-08bbf0f95039,CL-P1-1-638815,616607,2022-11-15 23:26:02,2022-11-15 23:25:59,9.85,0.4,9271.0,380.111,0.0,0.0,CLP,941.7051,CL,b12febdb-b88e-4c99-bc7a-140a4ae58dde,1-1-,VI,Visa,CREDIT_CARD,PAID,2022-11-15 23:26:02,0,0,0,CL,P1,1.0,638815
T-57873-3541dd1c-4b61-4b20-aa92-dbfbe4758233,CL-P1-1-631170,1945854661,2022-11-16 01:11:26,2022-11-16 01:11:25,9.85,0.4,9271.0,380.111,0.0,0.0,CLP,941.7051,CL,924e6140-8298-11eb-b3d9-8b90a468a4eb,1-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-16 01:11:26,0,0,0,CL,P1,1.0,631170
T-57873-20584d32-6ea2-43f7-827f-733cffc817be,CL-P1-1-767992,1948007177,2022-11-16 19:28:29,2022-11-16 19:28:28,9.6,0.39,9271.0,380.111,0.0,0.0,CLP,966.1974,CL,3d80c351-e21b-48c6-beb4-245a0f6a32c2,1-1-,MH,Mach,CREDIT_CARD,PAID,2022-11-16 19:28:29,0,0,0,CL,P1,1.0,767992
T-57873-90631c0e-fb8c-447e-b79c-29f5bb70b509,CL-P1-1-242658,0,2022-11-17 20:10:49,0,9.49,0.39,9271.0,380.111,0.0,0.0,CLP,976.7889,CL,6d79c540-d3bd-11eb-b16a-75bcc9ef2317,1-1-,MH,Mach,CREDIT_CARD,REJECTED,2022-11-17 20:10:49,0,0,0,CL,P1,1.0,242658
T-57873-35b6d6a8-fe4a-442a-a40a-4c27b8d93630,CL-P1-1-276470,1954936241,2022-11-18 19:14:07,2022-11-18 19:14:06,9.28,0.38,9271.0,380.111,0.0,0.0,CLP,999.0277,CL,6d79c540-d3bd-11eb-b16a-75bcc9ef2317,1-1-,MD,MasterCard Debit,DEBIT_CARD,PAID,2022-11-18 19:14:07,0,0,0,CL,P1,1.0,276470
T-57873-a1d84db5-f608-4d06-bcd1-f090093d66ac,CL-P1-1-713447,1958735651,2022-11-19 18:51:27,2022-11-19 18:51:27,9.28,0.38,9271.0,380.111,0.0,0.0,CLP,999.0299,CL,d231a2fd-1f9c-48be-b15d-bec6c00ba493,1-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-19 18:51:27,0,0,0,CL,P1,1.0,713447
T-57873-7b8331f4-cfcc-4fe4-b5f7-9897f44dc2c2,CL-P1-1-579582,364113,2022-11-25 14:17:43,2022-11-25 14:17:40,9.53,0.39,9271.0,380.111,0.0,0.0,CLP,972.5489,CL,57da2f00-c32e-11eb-91d4-55025b7ba82e,1-1-,MC,Mastercard,CREDIT_CARD,PAID,2022-11-25 14:17:43,0,0,0,CL,P1,1.0,579582
T-57873-f1c8eb98-5d06-4cde-8ce1-ae2d40213eab,CL-P1-1-968143,1978193231,2022-11-25 18:51:37,2022-11-25 18:51:36,9.48,0.39,9271.0,380.111,0.0,0.0,CLP,978.1161,CL,455ea713-c1d8-49fa-b4cd-18a94e657936,1-1-,MD,MasterCard Debit,DEBIT_CARD,PAID,2022-11-25 18:51:37,0,0,0,CL,P1,1.0,968143
