Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status,FechaMin,DiasDesdeFechaMin,CohortGroup,CohortPeriod,Pais,Plan,Duracion,ID
T-57873-1258cacd-4af0-42c2-b801-276c63bb25d2,BR-P2-3-546058,2033643279,2022-11-16 11:31:49,2022-11-16 11:31:49,67.39,2.16,381.87,12.2198,0.0,0.0,BRL,5.6455,BR,9c28d460-274b-44bd-bad4-7c61b0d748ed,2-3-,VI,Visa,CREDIT_CARD,PAID,2022-11-16 11:31:49,0,0,0,BR,P2,3.0,546058
D-57873-ba6b6a9c-e55c-49da-8758-bab10e4d5e29,BR-P2-3-795119,QRS1TXYXD57Z4EHZP3MTOKLTGMDJIKYVJ7F,2022-11-16 17:50:27,2022-11-16 17:51:06,67.21,2.62,381.87,14.8929,0.0,0.0,BRL,5.6603,BR,591e9120-fd7b-475a-9766-61bbfe29167f,2-3-,PQ,PIX QR,CASH,PAID,2022-11-16 17:50:27,0,0,0,BR,P2,3.0,795119
T-57873-c0dcee05-1f89-4fbd-b02e-d8e30410743c,BR-P2-3-929537,2034774597,2022-11-17 00:10:03,2022-11-17 00:10:02,66.55,2.13,381.87,12.2198,0.0,0.0,BRL,5.7166,BR,64ae4f40-1a9e-4561-908b-c683253c25e2,2-3-,MC,Mastercard,CREDIT_CARD,PAID,2022-11-17 00:10:03,0,0,0,BR,P2,3.0,929537
D-57873-d89edf52-b497-43c1-8ce0-f714e128bedb,BR-P2-3-364213,QRS1TXBWLFJ2WGQZJRGBTBMC8AMMRDUGKZL,2022-11-18 12:09:33,2022-11-18 12:10:38,66.83,2.61,381.87,14.8929,0.0,0.0,BRL,5.6922,BR,7922e500-9bcc-11eb-a0dd-db2c764e6d10,2-3-,PQ,PIX QR,CASH,PAID,2022-11-18 12:09:33,0,0,0,BR,P2,3.0,364213
T-57873-8071f891-1418-4318-bb0e-6bc299161c05,BR-P2-3-844839,2038864110,2022-11-19 11:56:09,2022-11-19 11:56:08,66.74,2.14,381.87,12.2198,0.0,0.0,BRL,5.6999,BR,26157b9c-b834-4c8e-ae61-7c612917348d,2-3-,VI,Visa,CREDIT_CARD,PAID,2022-11-19 11:56:09,0,0,0,BR,P2,3.0,844839
T-57873-16064600-0f1e-44f4-a937-b18338bebdfd,BR-P2-3-144132,0,2022-11-20 12:22:19,0,66.74,2.14,381.87,12.2198,0.0,0.0,BRL,5.6999,BR,3220f8f3-7831-4a36-b20e-a4c6a7cf93ee,2-3-,MC,Mastercard,CREDIT_CARD,REJECTED,2022-11-20 12:22:19,0,0,0,BR,P2,3.0,144132
T-57873-2dae8925-0ce2-4ed3-8566-85f573697c20,BR-P2-3-254003,0,2022-11-20 12:23:00,0,66.74,2.14,381.87,12.2198,0.0,0.0,BRL,5.6999,BR,3220f8f3-7831-4a36-b20e-a4c6a7cf93ee,2-3-,MC,Mastercard,CREDIT_CARD,REJECTED,2022-11-20 12:23:00,0,0,0,BR,P2,3.0,254003
T-57873-8f501a92-68b7-4cfb-a807-968f25ac5d88,BR-P2-3-244306,2040494910,2022-11-20 12:23:56,2022-11-20 12:23:55,66.74,2.14,381.87,12.2198,0.0,0.0,BRL,5.6999,BR,3220f8f3-7831-4a36-b20e-a4c6a7cf93ee,2-3-,MC,Mastercard,CREDIT_CARD,PAID,2022-11-20 12:23:56,0,0,0,BR,P2,3.0,244306
T-57873-4d8749be-44c0-456f-ad43-ff374cea8c4d,BR-P2-3-920595,2044069357,2022-11-22 13:24:50,2022-11-22 13:24:49,67.27,2.15,381.87,12.2198,0.0,0.0,BRL,5.6555,BR,af56d661-ed31-43ee-a2db-fd4328d4d5a3,2-3-,VI,Visa,CREDIT_CARD,PAID,2022-11-22 13:24:50,0,0,0,BR,P2,3.0,920595
T-57873-35cffd8e-595c-43cf-9479-abb461b0c3c8,BR-P2-3-397178,2046045393,2022-11-23 15:11:55,2022-11-23 15:11:55,66.6,2.13,381.87,12.2198,0.0,0.0,BRL,5.7123,BR,27057440-26f3-11ec-a417-8d30e347880a,2-3-,MC,Mastercard,CREDIT_CARD,PAID,2022-11-23 15:11:55,0,0,0,BR,P2,3.0,397178
