Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status,FechaMin,DiasDesdeFechaMin,CohortGroup,CohortPeriod,Pais,Plan,Duracion,ID
T-57873-ca5543a6-599e-4142-b575-fb252addd16f,PE-P1-3-380053,DLPA0288000118144646,2022-11-16 20:46:47,2022-11-16 20:46:47,27.5,1.66,111.87,6.7426,0.0,0.0,PEN,4.0674,PE,8e82bfcf-99a2-4636-bcea-8407f1f59829,1-3-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-16 20:46:47,0,0,0,PE,P1,3.0,380053
T-57873-89c4807f-c62f-4738-b928-dad3bcb07734,PE-P1-3-372308,DLPA0288000119151526,2022-11-16 21:15:27,2022-11-16 21:15:26,27.5,1.66,111.87,6.7426,0.0,0.0,PEN,4.0674,PE,512488bd-9272-4400-aec6-a1b9bcc8461e,1-3-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-16 21:15:27,0,0,0,PE,P1,3.0,372308
T-57873-16930e87-6256-4c1f-906c-9c2f32bcb84e,PE-P1-3-353936,DLPA0288000294070409,2022-11-27 13:04:11,0,27.31,1.65,111.87,6.7483,0.0,0.0,PEN,4.0961,PE,a5f628a0-c046-11eb-9a54-13099e7eec2b,1-3-,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-27 13:04:11,0,0,0,PE,P1,3.0,353936
T-57873-9631187a-74f8-4dec-b150-a07bc4758fd6,PE-P1-3-314146,DLPA0288000295070532,2022-11-27 13:05:33,0,27.31,1.65,111.87,6.7483,0.0,0.0,PEN,4.0961,PE,a5f628a0-c046-11eb-9a54-13099e7eec2b,1-3-,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-27 13:05:33,0,0,0,PE,P1,3.0,314146
T-57873-b7bcc6f5-fd7c-4e07-9124-e6b5436adf47,PE-P1-3-585803,DLPA0288000296070636,2022-11-27 13:06:37,0,27.31,1.65,111.87,6.7483,0.0,0.0,PEN,4.0961,PE,a5f628a0-c046-11eb-9a54-13099e7eec2b,1-3-,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-27 13:06:37,0,0,0,PE,P1,3.0,585803
T-57873-e2181b0c-74dd-4d6b-914a-713a1e3c0766,PE-P1-3-479513,DLPA0288000297071045,2022-11-27 13:10:46,0,27.31,1.65,111.87,6.7483,0.0,0.0,PEN,4.0961,PE,a5f628a0-c046-11eb-9a54-13099e7eec2b,1-3-,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-27 13:10:46,0,0,0,PE,P1,3.0,479513
T-57873-1afcfe71-e624-4d2b-9cda-a40eba447669,PE-P1-3-348706,0,2022-11-27 13:34:20,0,27.31,1.65,111.87,6.7483,0.0,0.0,PEN,4.0961,PE,a5f628a0-c046-11eb-9a54-13099e7eec2b,1-3-,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-27 13:34:20,0,0,0,PE,P1,3.0,348706
T-57873-2867b529-b05e-4274-afe6-6bae9bc456ff,PE-P1-3-436357,0,2022-11-27 13:34:31,0,27.31,1.65,111.87,6.7483,0.0,0.0,PEN,4.0961,PE,a5f628a0-c046-11eb-9a54-13099e7eec2b,1-3-,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-27 13:34:31,0,0,0,PE,P1,3.0,436357
T-57873-26888fbb-48c2-4287-9a31-94752b591228,PE-P1-3-959552,0,2022-11-27 14:00:42,0,27.31,1.65,111.87,6.7483,0.0,0.0,PEN,4.0961,PE,a5f628a0-c046-11eb-9a54-13099e7eec2b,1-3-,VD,Visa Debit,DEBIT_CARD,REJECTED,2022-11-27 14:00:42,0,0,0,PE,P1,3.0,959552
T-57873-4d24282c-a8e0-4cbc-a377-6bc8619ffbb0,PE-P1-3-954636,DLPA0288000317205926,2022-11-29 02:59:29,2022-11-29 02:59:28,27.4,1.65,111.87,6.7458,0.0,0.0,PEN,4.0832,PE,4acb94b0-220e-11ec-af21-7568c371fcdd,1-3-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-29 02:59:29,0,0,0,PE,P1,3.0,954636
